RBD_ID,RBD_NAME,mancatid,mancatname,OpCatID,OpCatName
4,Humber,3088,Swale Ure Nidd and Ouse Upper,3497,Nidd Upper
4,Humber,3115,Wharfe and Ouse Lower,3287,Wharfe Lower
4,Humber,3115,Wharfe and Ouse Lower,3318,Wharfe Middle and Washburn
4,Humber,3115,Wharfe and Ouse Lower,3507,Wharfe Upper
4,Humber,3027,Derwent Humber,3489,Derwent Upper Yorkshire
4,Humber,3037,Esk and Coast,3177,Esk
4,Humber,3027,Derwent Humber,3387,Rye
4,Humber,3037,Esk and Coast,3381,Robin Hoods Bay
4,Humber,3037,Esk and Coast,3390,Sandsend and Staithes
4,Humber,3088,Swale Ure Nidd and Ouse Upper,3283,Swale Lower
4,Humber,3088,Swale Ure Nidd and Ouse Upper,3317,Swale Middle
4,Humber,3088,Swale Ure Nidd and Ouse Upper,3541,Wiske
4,Humber,3088,Swale Ure Nidd and Ouse Upper,3503,Swale Upper
4,Humber,3088,Swale Ure Nidd and Ouse Upper,3505,Ure Upper
4,Humber,3090,Tame Anker and Mease,3038,Blythe Rivers
4,Humber,3090,Tame Anker and Mease,3396,Sence Anker and Bourne Rivers and Lakes
4,Humber,3090,Tame Anker and Mease,3437,Tame Lower Rivers and Lakes
4,Humber,3078,Soar,3407,Soar River
4,Humber,3090,Tame Anker and Mease,3438,Tame Upper Rivers
4,Humber,3101,Trent Valley Staffordshire,3035,Blithe Rivers and Lakes
4,Humber,3032,Dove,3143,Dove Lower Rivers and Lakes
4,Humber,3090,Tame Anker and Mease,3303,Mease Rivers
4,Humber,3101,Trent Valley Staffordshire,3356,Penk Rivers and Lakes
4,Humber,3101,Trent Valley Staffordshire,3420,Sow Rivers and Lakes
4,Humber,3090,Tame Anker and Mease,3472,Trent - Tame to Dove Rivers
4,Humber,3052,Trent Lower and Erewash,3416,Nottinghamshire South B
4,Humber,3101,Trent Valley Staffordshire,3471,Trent - Sow to Tame Rivers and Lakes
4,Humber,3052,Trent Lower and Erewash,3474,Trent River
4,Humber,3078,Soar,3546,Wreake River
4,Humber,3026,Derwent Derbyshire,3135,Derwent Middle - Derbyshire
4,Humber,3026,Derwent Derbyshire,3137,Derwent Upper -  Derbyshire
4,Humber,3026,Derwent Derbyshire,3134,Derwent Lower - Derbyshire
4,Humber,3052,Trent Lower and Erewash,3174,Erewash River
4,Humber,3032,Dove,3144,Dove Upper Rivers and Lakes
4,Humber,3032,Dove,3080,Churnet Rivers and Lakes
4,Humber,3052,Trent Lower and Erewash,3341,Nottingham Urban
4,Humber,3041,Idle and Torne,3229,Idle River
4,Humber,3101,Trent Valley Staffordshire,3470,Trent - Source to Sow Rivers
4,Humber,3052,Trent Lower and Erewash,3415,Nottinghamshire South A
4,Humber,3052,Trent Lower and Erewash,3473,Trent and Trib
4,Humber,3041,Idle and Torne,3234,Isle of Axholme
4,Humber,3050,Louth Grimsby and Ancholme,3012,Ancholme
4,Humber,3050,Louth Grimsby and Ancholme,3338,Becks Northern
5,Anglian,3116,Witham,3422,Steeping and Eaus
5,Anglian,3116,Witham,3413,South Forty Foot Drain
5,Anglian,3116,Witham,3508,Witham Upper
5,Anglian,3116,Witham,3288,Witham Lower
5,Anglian,3112,Welland,3506,Welland Upper
5,Anglian,3112,Welland,3203,Glens
5,Anglian,3112,Welland,3286,Welland Lower
5,Anglian,3059,Nene,3315,Nene Middle
5,Anglian,3059,Nene,3233,Ise
5,Anglian,3059,Nene,3496,Nene Upper
5,Anglian,3059,Nene,3042,Brampton Branch
5,Anglian,3059,Nene,3538,Willow Brook
5,Anglian,3059,Nene,3278,Nene Lower
5,Anglian,3104,Ouse Upper and Bedford,3349,Ouzel and Milton Keynes
5,Anglian,3104,Ouse Upper and Bedford,3491,Great Ouse Upper
5,Anglian,3009,Cam and Ely Ouse,3064,Cam Rhee and Granta
5,Anglian,3104,Ouse Upper and Bedford,3239,Ivel
5,Anglian,3009,Cam and Ely Ouse,3269,Cam Lower
5,Anglian,3104,Ouse Upper and Bedford,3028,Great Ouse Bedford
5,Anglian,3104,Ouse Upper and Bedford,3273,Great Ouse Lower
5,Anglian,3009,Cam and Ely Ouse,3249,Lark
5,Anglian,3009,Cam and Ely Ouse,3256,Little Ouse and Thet
5,Anglian,3069,Old Bedford and Middle Level,3313,Middle Level
5,Anglian,3009,Cam and Ely Ouse,3542,Wissey
5,Anglian,3065,North West Norfolk,3336,North West Norfolk Rivers
5,Anglian,3008,Broadland Rivers,3518,Waveney
5,Anglian,3008,Broadland Rivers,3553,Yare
5,Anglian,3008,Broadland Rivers,3054,Bure
5,Anglian,3008,Broadland Rivers,3527,Wensum
5,Anglian,3064,North Norfolk Rivers,3331,North Norfolk
5,Anglian,3035,Suffolk East,3427,Suffolk Coastal
5,Anglian,3035,Suffolk East,3126,Deben
5,Anglian,3035,Suffolk East,3199,Gipping
5,Anglian,3018,Essex Combined,3424,Stour OC
5,Anglian,3018,Essex Combined,3118,Crouch and Roach
5,Anglian,3018,Essex Combined,3077,Chelmer
5,Anglian,3018,Essex Combined,3034,Blackwater
5,Anglian,3018,Essex Combined,3098,Colne Essex
6,Thames,3084,Essex South,3297,Mardyke
6,Thames,3071,Roding Beam and Ingrebourne,3383,Roding Beam and Ingrebourne
6,Thames,3049,London,3275,Lee Lower Rivers and Lakes
6,Thames,3105,Lee Upper,3493,Lee Upper
6,Thames,3114,Wey and Trib,3536,Wey
6,Thames,3048,Loddon and Trib,3261,Loddon
6,Thames,3044,Kennet and Trib,3242,Kennet
6,Thames,3049,London,3224,Hogsmill
6,Thames,3058,Mole,3495,Mole Upper Trib
6,Thames,3058,Mole,3277,Mole Lower and Rythe
6,Thames,3049,London,3514,Wandle
6,Thames,3054,Maidenhead and Sunbury,3285,Thames Lower
6,Thames,3049,London,3032,Beverley Brook
6,Thames,3038,Gloucestershire and the Vale,3504,Thames Upper
6,Thames,3049,London,3044,Brent Rivers and Lakes
6,Thames,3017,Colne,3096,Colne
6,Thames,3049,London,3112,Crane Rivers and Lakes
6,Thames,3098,Thames and Chilterns South,3412,Chilterns South
6,Thames,3049,London,3369,Ravensbourne
6,Thames,3038,Gloucestershire and the Vale,3343,Ock
6,Thames,3049,London,3298,Marsh Dykes
6,Thames,3098,Thames and Chilterns South,3459,Thame
6,Thames,3021,Cotswolds,3539,Windrush
6,Thames,3012,Cherwell and Ray,3079,Cherwell
6,Thames,3021,Cotswolds,3181,Evenlode
6,Thames,3012,Cherwell and Ray,3350,Oxon Ray
6,Thames,3055,Medway,3494,Medway Upper
6,Thames,3055,Medway,3031,Beult
6,Thames,3055,Medway,3164,Eden
6,Thames,3055,Medway,3314,Medway Middle
6,Thames,3055,Medway,3453,Teise
6,Thames,3063,Kent North,3537,White Drain and Lakes
6,Thames,3023,Darent and Cray,3113,Cray and Shuttle
6,Thames,3023,Darent and Cray,3121,Darent
7,South East,3072,Rother,3043,Brede and Tillingham
7,South East,3072,Rother,3384,Romney Marsh South
7,South East,3072,Rother,3386,Rother Levels
7,South East,3072,Rother,3371,Reading Cradlebridge and RMC
7,South East,3072,Rother,3500,Rother Upper
7,South East,3087,Stour,3142,Dour
7,South East,3087,Stour,3330,North and South Streams
7,South East,3087,Stour,3282,Stour Lower
7,South East,3087,Stour,3257,Little Stour and Wingham
7,South East,3087,Stour,3423,Stour Marshes
7,South East,3087,Stour,3351,Oyster Coast Brooks
7,South East,3087,Stour,3501,Stour Upper
7,South East,3004,Arun and Western Streams,3534,Western Streams
7,South East,3004,Arun and Western Streams,3266,Arun Lower
7,South East,3022,Cuckmere and Pevensey Levels,3361,Pevensey
7,South East,3000,Adur and Ouse,3458,Teville
7,South East,3000,Adur and Ouse,3483,Adur Upper
7,South East,3004,Arun and Western Streams,3486,Arun Upper
7,South East,3022,Cuckmere and Pevensey Levels,3488,Cuckmere Upper
7,South East,3000,Adur and Ouse,3498,Ouse Upper
7,South East,3022,Cuckmere and Pevensey Levels,3100,Combe Haven
7,South East,3004,Arun and Western Streams,3533,Rother Western
7,South East,3060,New Forest,3327,New Forest - Lymington and Beaulieu
7,South East,3060,New Forest,3326,New Forest - Hatchet Sowley
7,South East,3060,New Forest,3027,Becton Bunny
7,South East,3060,New Forest,3248,Langdown Stream
7,South East,3034,East Hampshire,3157,East Hampshire Rivers
7,South East,3097,Test and Itchen,3237,Itchen
7,South East,3097,Test and Itchen,3284,Test Lower and Southampton Streams
7,South East,3060,New Forest,3325,New Forest - Bartley Water
7,South East,3097,Test and Itchen,3485,Test Upper and Middle
7,South East,3043,Isle of Wight,3235,Isle of Wight Rivers
8,South West,3006,Avon Hampshire,3216,Avon Hampshire
8,South West,3030,Dorset,3140,Stour Dorset
8,South West,3030,Dorset,3528,West Dorset Rivers
8,South West,3030,Dorset,3367,Poole Harbour Rivers
8,South West,3033,Devon East,3253,Lim and Axe
8,South West,3033,Devon East,3085,Clyst and Culm
8,South West,3033,Devon East,3114,Creedy and West Exe
8,South West,3033,Devon East,3183,Exe Main
8,South West,3033,Devon East,3405,Sid and Otter
8,South West,3081,Devon South,3022,Avon Salcombe and Kingsbridge
8,South West,3081,Devon South,3123,Dart Start Bay and Torbay
8,South West,3081,Devon South,3175,Erme
8,South West,3081,Devon South,3451,Teign
8,South West,3089,Tamar,3364,Plym
8,South West,3089,Tamar,3295,Lynher
8,South West,3089,Tamar,3555,Yealm
8,South West,3089,Tamar,3435,Tamar Lower and Inny
8,South West,3089,Tamar,3464,Thrushel Wolf and Lyd
8,South West,3089,Tamar,3436,Tamar Upper
8,South West,3089,Tamar,3440,Tavy
8,South West,3113,Cornwall West and the Fal,3184,Fal
8,South West,3113,Cornwall West and the Fal,3094,Cober and Lizard
8,South West,3113,Cornwall West and the Fal,3352,Par St Austell and Caerhays
8,South West,3061,North Cornwall Seaton Looe and Fowey,3192,Fowey
8,South West,3061,North Cornwall Seaton Looe and Fowey,3395,Seaton Looe and Polperro
8,South West,3113,Cornwall West and the Fal,3357,Penwith Peninsula
8,South West,3061,North Cornwall Seaton Looe and Fowey,3196,Gannel Porth and Menalhyl
8,South West,3061,North Cornwall Seaton Looe and Fowey,3065,Camel
8,South West,3113,Cornwall West and the Fal,3221,Hayle Red River and Northern Streams
8,South West,3061,North Cornwall Seaton Looe and Fowey,3426,Strat Neet and North Coast Streams
8,South West,3062,North Devon,3468,Torridge
8,South West,3062,North Devon,3441,Taw and North Devon Streams
8,South West,3062,North Devon,3218,Hartland and Clovelly Streams
8,South West,3080,Somerset South and West,3530,Somerset West Streams
8,South West,3080,Somerset South and West,3353,Parrett
8,South West,3080,Somerset South and West,3053,Brue and Axe
8,South West,3080,Somerset South and West,3466,Tone
9,Severn,3005,Avon Bristol and Somerset North Streams,3332,Somerset North Streams
9,Severn,3005,Avon Bristol and Somerset North Streams,3045,Avon Bristol Rural
9,Severn,3005,Avon Bristol and Somerset North Streams,3046,Avon Bristol Urban
9,Severn,3077,Severn Vale,3194,Frome and Cam
9,Severn,3005,Avon Bristol and Somerset North Streams,3281,Severn Lower Vale
9,Severn,3077,Severn Vale,3250,Leadon
9,Severn,3077,Severn Vale,3189,Forest of Dean
9,Severn,3077,Severn Vale,3204,Gloucester Trib
9,Severn,3077,Severn Vale,3399,Severn River and Trib
9,Severn,3077,Severn Vale,3078,Chelt Hatherley and Normans Brook
9,Severn,3007,Avon Warwickshire,3018,Avon - Midlands West
9,Severn,3007,Avon Warwickshire,3020,Avon Rural Rivers and Lakes
9,Severn,3077,Severn Vale,3058,Bushley Longdon Marlbank and Ripple Brook
9,Severn,3077,Severn Vale,3296,Malvern Hills
9,Severn,3096,Teme,3456,Teme Lower
9,Severn,3007,Avon Warwickshire,3021,Avon Urban Rivers and Lakes
9,Severn,3096,Teme,3081,Clun River
9,Severn,3096,Teme,3457,Teme Upper
9,Severn,3075,Severn Middle Worcestershire,3401,Severn River Worcestershire
9,Severn,3075,Severn Middle Worcestershire,3389,Salwarpe River
9,Severn,3075,Severn Middle Worcestershire,3425,Stour River and Trib
9,Severn,3075,Severn Middle Worcestershire,3404,Shropshire West
9,Severn,3075,Severn Middle Worcestershire,3502,Stour Upper Worcestershire Rivers and Lakes
9,Severn,3075,Severn Middle Worcestershire,3544,Worfe River
9,Severn,3076,Severn Uplands,3321,Morda and Severn North Shropshire
9,Severn,3075,Severn Middle Worcestershire,3455,Telford South
9,Severn,3074,Severn Middle Shropshire,3359,Perry Roden and Tern North Shropshire
9,Severn,3076,Severn Uplands,3110,Cound Brook
9,Severn,3076,Severn Uplands,3067,Camlad
9,Severn,3076,Severn Uplands,3370,Rea Brook
9,Severn,3074,Severn Middle Shropshire,3454,Telford North
9,Severn,3117,Wye MC,3320,Monnow
9,Severn,3117,Wye MC,3549,Wye OC
9,Severn,3117,Wye MC,3014,Arrow Lugg and Frome
9,Severn,3117,Wye MC,3547,Wye - Ithon to Hay
11,Dee,3024,Dee,3075,Ceiriog
11,Dee,3024,Dee,3545,Worthenbury
11,Dee,3024,Dee,3129,Dee Lower Chester Weir to Ceiriog
11,Dee,3024,Dee,3127,Dee Estuary
12,North West,3111,Weaver Gowy,3525,Weaver Upper
12,North West,3111,Weaver Gowy,3120,Dane
12,North West,3111,Weaver Gowy,3205,Gowy
12,North West,3051,Mersey Lower,3540,Wirral
12,North West,3111,Weaver Gowy,3524,Weaver Lower
12,North West,3002,Alt and Crossens,3008,Alt
12,North West,3106,Mersey Upper,3039,Bollin Dean Mersey Upper
12,North West,3051,Mersey Lower,3139,Ditton
12,North West,3106,Mersey Upper,3206,Goyt Etherow Tame
12,North West,3051,Mersey Lower,3202,Glaze
12,North West,3042,Irwell,3116,Croal Irwell
12,North West,3051,Mersey Lower,3391,Sankey
12,North West,3042,Irwell,3382,Roch Irk Medlock
12,North West,3031,Douglas,3141,Douglas OC
12,North West,3002,Alt and Crossens,3117,Crossens System
12,North West,3031,Douglas,3554,Yarrow and Lostock
12,North West,3070,Ribble,3062,Calder
12,North West,3070,Ribble,3099,Colne Water
12,North West,3070,Ribble,3124,Darwen
12,North West,3070,Ribble,3223,Hodder and Loud
12,North West,3070,Ribble,3392,Savick Brook and Fylde South Drains
12,North West,3070,Ribble,3033,Big Ribble
12,North West,3070,Ribble,3316,Ribble Middle  - Settle to Calder
12,North West,3070,Ribble,3254,Limestone Ribble
12,North West,3119,Wyre,3051,Brock and Trib
12,North West,3119,Wyre,3188,Fleetwood Peninsula Trib
12,North West,3119,Wyre,3552,Wyre and Calder
12,North West,3053,Lune,3363,Pilling Ridgy Cocker and Conder
12,North West,3053,Lune,3290,Lune - Rawthey to Greta
12,North West,3053,Lune,3526,Wenning
12,North West,3053,Lune,3209,Greta and Rawthey
12,North West,3053,Lune,3291,Lune Upper
12,North West,3053,Lune,3240,Keer
12,North West,3045,Kent and Leven,3243,Kent
12,North West,3045,Kent and Leven,3029,Bela
12,North West,3045,Kent and Leven,3251,Leven
12,North West,3045,Kent and Leven,3111,Crake
12,North West,3085,South West Lakes,3231,Irt-Mite-Esk-Annas
12,North West,3085,South West Lakes,3167,Ehen-Calder
12,North West,3085,South West Lakes,3145,Duddon
12,North West,3028,Derwent North West,3132,Derwent
12,North West,3028,Derwent North West,3095,Cocker
12,North West,3028,Derwent North West,3168,Ellen and West Coast
5,Anglian,3116,Witham,3156,Fens East and West
5,Anglian,3069,Old Bedford and Middle Level,3347,Old Bedford
5,Anglian,3009,Cam and Ely Ouse,3414,South Level and Cut-Off Channel
6,Thames,3055,Medway,3276,Medway Lower
2,Solway Tweed,1013,Solway Tweed GW,1079,Eden Valley and Carlisle Basin Permo-Triassic Sandstone Aq
2,Solway Tweed,1013,Solway Tweed GW,1030,Carlisle Basin Triassic and Jurassic Aq
2,Solway Tweed,1013,Solway Tweed GW,1078,Eden and Esk Lower Palaeozoic and Carboniferous Aq
2,Solway Tweed,1013,Solway Tweed GW,1236,Till Devonian and Lower Carboniferous
3,Northumbria,1010,Northumbria GW,1229,Tees Sherwood Sandstone
3,Northumbria,1010,Northumbria GW,1267,Wear Magnesian Limestone
3,Northumbria,1010,Northumbria GW,1187,Skerne Magnesian Limestone
3,Northumbria,1010,Northumbria GW,1148,Northumberland Carboniferous Limestone and Coal Measures
3,Northumbria,1010,Northumbria GW,1227,Tees  Carb Limestone and Millstone Grit
3,Northumbria,1010,Northumbria GW,1228,Tees Mercia Mudstone and Redcar Mudstone
3,Northumbria,1010,Northumbria GW,1245,Tyne Carboniferous Limestone and Coal Measures
3,Northumbria,1010,Northumbria GW,1266,Wear Carboniferous Limestone and Coal Measures
3,Northumbria,1010,Northumbria GW,1244,Tyne Carboniferous Limestone
2,Solway Tweed,1013,Solway Tweed GW,1237,Till Fell Sandstone
3,Northumbria,1010,Northumbria GW,1149,Northumberland Devonian and Lower Carboniferous
4,Humber,1006,Humber GW,1056,Derwent - Carboniferous Limestone
9,Severn,1011,Severn England GW,1203,Staffordshire Trent Valley - Permo-Triassic Sandstone Bishops Wood
4,Humber,1006,Humber GW,1204,Staffordshire Trent Valley - Permo-Triassic Sandstone Staffordshire
4,Humber,1006,Humber GW,1102,Idle Torne - Magnesian Limestone
4,Humber,1006,Humber GW,1224,Tame Anker Mease - Permo-Triassic Sandstone Birmingham Lichfield
4,Humber,1006,Humber GW,1225,Tame Anker Mease - Permo-Triassic Sandstone Burton
4,Humber,1006,Humber GW,1126,Trent Lower Erewash - Permo-Triassic Sandstone Wollaton
4,Humber,1006,Humber GW,1103,Idle Torne - Permo-Triassic Sandstone Nottinghamshire and Doncaster
4,Humber,1006,Humber GW,1071,Dove - Permo-Triassic Sandstone Mayfield
4,Humber,1006,Humber GW,1124,Trent Lower Erewash - Magnesian Limestone
4,Humber,1006,Humber GW,1067,Dove - Carboniferous Limestone
4,Humber,1006,Humber GW,1070,Dove - Permo-Triassic Sandstone Leek
4,Humber,1006,Humber GW,1221,Tame Anker and Mease - Permo-Triassic Sandstone Nuneaton and Meriden
4,Humber,1006,Humber GW,1188,Soar - Permo-Triassic Sandstone
4,Humber,1006,Humber GW,1057,Derwent - Permo-Triassic Sandstone Derby
9,Severn,1011,Severn England GW,1262,Avon Warwickshire - Permo-Triassic Sandstone Bromsgove South
4,Humber,1006,Humber GW,1096,Grimsby Ancholme Louth Chalk Unit
4,Humber,1006,Humber GW,1016,Blisworth Limestone Rutland Fm - Humber
4,Humber,1006,Humber GW,1097,Grimsby Ancholme Louth Limestone Unit
4,Humber,1006,Humber GW,1063,Derwent Sherwood Sandstone
4,Humber,1006,Humber GW,1101,Hull and East Riding Chalk
4,Humber,1006,Humber GW,1002,Aire and Don Magnesian Limestone
4,Humber,1006,Humber GW,1003,Aire and Don Sherwood Sandstone
4,Humber,1006,Humber GW,1282,Wharfe Magnesian Limestone
4,Humber,1006,Humber GW,1064,Derwent Vale of Pickering Corallian Limestone
4,Humber,1006,Humber GW,1207,SUNO Magnesian Limestone
4,Humber,1006,Humber GW,1210,SUNO Sherwood Sandstone
4,Humber,1006,Humber GW,1281,Wharfe and Ouse Lower Sherwood Sandstone
4,Humber,1006,Humber GW,1061,Derwent Malton Corallian Limestone
4,Humber,1006,Humber GW,1201,Staffordshire Trent Valley - Mercia Mudstone East and Coal Measures
4,Humber,1006,Humber GW,1202,Staffordshire Trent Valley - Merica Mudstone West
4,Humber,1006,Humber GW,1069,Dove - Millstone Grit and Coal Measures
4,Humber,1006,Humber GW,1125,Trent Lower Erewash - Coal Measures
4,Humber,1006,Humber GW,1223,Tame Anker Mease - Coal Measures Swadlincote
4,Humber,1006,Humber GW,1200,Staffordshire Trent Valley - Coal Measures Stoke
4,Humber,1006,Humber GW,1049,Cornbrash - Humber
4,Humber,1006,Humber GW,1095,Grimsby Ancholme Frodingham Ironstone Unit
4,Humber,1006,Humber GW,1001,Aire and Calder Carb Limestone - Millstone Grit Coal - Measures
4,Humber,1006,Humber GW,1280,Wharfe and OuseLower Millstone Grit and Carb Limestone
4,Humber,1006,Humber GW,1062,Derwent Yorkshire North Moors Ravenscar
4,Humber,1006,Humber GW,1208,SUNO Mercia Mudstone and Redcar Mudstone
4,Humber,1006,Humber GW,1209,SUNO Millstone Grit and Carboniferous Limestone
4,Humber,1006,Humber GW,1059,Derwent South Mercia Mudstone and Lias and Ravenscar and Norton Corallian
4,Humber,1006,Humber GW,1082,Esk and Yorkshire Coast Ravenscar
4,Humber,1006,Humber GW,1077,East Riding Mercia Mudstone
4,Humber,1006,Humber GW,1127,Trent Lower Erewash - Secondary Combined
4,Humber,1006,Humber GW,1058,Derwent - Secondary Combined
4,Humber,1006,Humber GW,1068,Dove - Mercia Mudstone
4,Humber,1006,Humber GW,1189,Soar - Secondary Combined
4,Humber,1006,Humber GW,1226,Tame Anker Mease - Secondary Combined
4,Humber,1006,Humber GW,1104,Idle Torne - Secondary Mudrocks
4,Humber,1006,Humber GW,1065,Don and Rother Millstone grit and Coal Measures
4,Humber,1006,Humber GW,1222,Tame Anker Mease - Coal Measures Black Country
5,Anglian,1000,Anglian GW,1143,North Norfolk Chalk
5,Anglian,1000,Anglian GW,1144,North West Norfolk Chalk
5,Anglian,1000,Anglian GW,1022,Broadland Rivers Chalk and Crag
5,Anglian,1000,Anglian GW,1145,North West Norfolk Sandringham Sands
5,Anglian,1000,Anglian GW,1026,Cam and Ely Ouse Chalk
5,Anglian,1000,Anglian GW,1265,Waveney and Suffolk East Chalk and Crag
5,Anglian,1000,Anglian GW,1139,Essex North Chalk
5,Anglian,1000,Anglian GW,1206,Steeping Long Eau Little Eau Chalk Unit
5,Anglian,1000,Anglian GW,1205,Steeping Great Eau Long Eau and Witham Spilsby Sandstone Unit
5,Anglian,1000,Anglian GW,1086,Felixstowe Peninsula Crag and Chalk
5,Anglian,1000,Anglian GW,1251,Ouse Upper Bedford Woburn Sands
5,Anglian,1000,Anglian GW,1248,Ouse Upper Bedford Principal Oolite 1
5,Anglian,1000,Anglian GW,1287,Witham Limestone Unit A
5,Anglian,1000,Anglian GW,1015,Blisworth Limestone Rutland Fm - Anglian
5,Anglian,1000,Anglian GW,1288,Witham Limestone Unit B
5,Anglian,1000,Anglian GW,1272,Welland Mid Jurassic Unit
5,Anglian,1000,Anglian GW,1136,Nene Northampton Sands
5,Anglian,1000,Anglian GW,1146,Northampton Sands
5,Anglian,1000,Anglian GW,1249,Ouse Upper Bedford Principal Oolite 2
5,Anglian,1000,Anglian GW,1027,Cam and Ely Ouse Woburn Sands
5,Anglian,1000,Anglian GW,1269,Welland Limestone Unit A
5,Anglian,1000,Anglian GW,1271,Welland Lower Jurassic Unit
5,Anglian,1000,Anglian GW,1140,Essex North Lower London Tertiaries
5,Anglian,1000,Anglian GW,1250,Ouse Upper Bedford Secondary Oolite
5,Anglian,1000,Anglian GW,1286,Witham Lias U
5,Anglian,1000,Anglian GW,1135,Nene Mid Lower Jurassic Unit
5,Anglian,1000,Anglian GW,1048,Cornbrash -Anglian
5,Anglian,1000,Anglian GW,1270,Welland Limestone Unit B
5,Anglian,1000,Anglian GW,1285,Witham Bain and Gravels
5,Anglian,1000,Anglian GW,1083,Essex Gravels
6,Thames,1019,Thames GW,1196,Essex South Thurrock Chalk
6,Thames,1019,Thames GW,1142,Kent North Medway Chalk
6,Thames,1019,Thames GW,1113,Kent Greensand Middle and Western
6,Thames,1019,Thames GW,1010,Basingstoke Chalk
6,Thames,1019,Thames GW,1141,Kent North Chalk and Tertiaries
6,Thames,1019,Thames GW,1277,West Kent Darent and Cray Chalk
6,Thames,1019,Thames GW,1024,Burford Jurassic
6,Thames,1019,Thames GW,1012,Berkshire Downs Chalk
6,Thames,1019,Thames GW,1259,Vale of White Horse Chalk
6,Thames,1019,Thames GW,1190,Chilterns South-West Chalk
6,Thames,1019,Thames GW,1044,Colne GW
6,Thames,1019,Thames GW,1092,Godalming Lower Greensand
6,Thames,1019,Thames GW,1158,Reigate Lower Greensand
6,Thames,1019,Thames GW,1081,Epsom and Dorking Chalk
6,Thames,1019,Thames GW,1130,Maidenhead Chalk
6,Thames,1019,Thames GW,1255,Lee Upper GW
